#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2017-04-10 00:00:00-05:00 2017-04-11 00:00:00-05:00
#DEBUG: Time Zone     -> America/Chicago
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
DSM,2017-04-10 02:45,M,M,M,M,M,M,29.65,M,10.00,M,SCT,OVC,M,M,7000.00,9000.00,M,M,-RA,KDSM 100745Z AUTO /////KT 10SM -RA SCT070 OVC090 A2965 RMK  LTG DSNT E AND SE!OCNL LTGICCG SE TS SE MOV E MADISHF
DSM,2017-04-10 02:50,M,M,M,M,M,M,29.60,M,10.00,M,FEW,BKN,OVC,M,3500.00,9000.00,11000.00,M,-RA,KDSM 100750Z AUTO /////KT 10SM -RA FEW035 BKN090 OVC110 A2960 RMK  OCNL LTGIC DSNT E-SE TS MOV E CB DSNT E-SE MOV E MADISHF
DSM,2017-04-10 02:54,61.00,52.00,72.22,70.00,16.00,0.00,29.57,1000.60,10.00,M,SCT,BKN,OVC,M,3500.00,9000.00,11000.00,M,-RA,KDSM 100754Z 07016KT 10SM -RA SCT035 BKN090 OVC110 16/11 A2957 RMK AO2 RAB20 TSB30E51 SLP006 OCNL LTGIC DSNT E-SE TS MOV E CB DSNT E-SE MOV E P0000 T01610111
DSM,2017-04-10 02:55,M,M,M,M,M,M,M,M,10.00,M,FEW,SCT,BKN,M,2800.00,7000.00,9000.00,M,-RA,KDSM 100755Z AUTO /////KT 10SM -RA FEW028 SCT070 BKN090 RMK MADISHF
DSM,2017-04-10 03:00,M,M,M,30.00,10.00,M,29.59,M,10.00,M,FEW,SCT,BKN,M,3500.00,9000.00,12000.00,M,M,KDSM 100800Z AUTO 03010KT 10SM FEW035 SCT090 BKN120 A2959 RMK MADISHF
DSM,2017-04-10 03:05,M,M,M,60.00,8.00,M,29.59,M,10.00,M,FEW,SCT,SCT,M,3500.00,9000.00,11000.00,M,M,KDSM 100805Z AUTO 06008KT 10SM FEW035 SCT090 SCT110 A2959 RMK MADISHF
DSM,2017-04-10 03:10,M,M,M,M,M,M,29.60,M,10.00,M,FEW,FEW,SCT,M,3500.00,7000.00,11000.00,M,M,KDSM 100810Z AUTO /////KT 10SM FEW035 FEW070 SCT110 A2960 RMK MADISHF
DSM,2017-04-10 03:15,M,M,M,330.00,4.00,M,29.63,M,10.00,M,FEW,M,M,M,11000.00,M,M,M,M,KDSM 100815Z AUTO 33004KT 10SM FEW110 A2963 RMK VRB04G15KT  MADISHF
DSM,2017-04-10 03:20,M,M,M,M,M,M,29.65,M,10.00,M,FEW,M,M,M,11000.00,M,M,M,M,KDSM 100820Z AUTO /////KT 10SM FEW110 A2965 RMK MADISHF
DSM,2017-04-10 03:25,M,M,M,M,M,M,29.67,M,10.00,M,FEW,M,M,M,10000.00,M,M,M,M,KDSM 100825Z AUTO /////KT 10SM FEW100 A2967 RMK MADISHF
DSM,2017-04-10 03:30,M,M,M,280.00,11.00,M,29.68,M,10.00,16.00,SCT,M,M,M,10000.00,M,M,M,M,KDSM 100830Z AUTO 28011G16KT 10SM SCT100 A2968 RMK MADISHF
DSM,2017-04-10 03:35,M,M,M,M,M,M,29.68,M,10.00,M,BKN,M,M,M,10000.00,M,M,M,M,KDSM 100835Z AUTO /////KT 10SM BKN100 A2968 RMK MADISHF
DSM,2017-04-10 03:40,M,M,M,290.00,11.00,M,29.68,M,10.00,M,BKN,M,M,M,10000.00,M,M,M,M,KDSM 100840Z AUTO 29011KT 10SM BKN100 A2968 RMK MADISHF
DSM,2017-04-10 03:45,M,M,M,300.00,9.00,M,29.68,M,10.00,M,BKN,M,M,M,10000.00,M,M,M,M,KDSM 100845Z AUTO 30009KT 10SM BKN100 A2968 RMK MADISHF
DSM,2017-04-10 03:50,M,M,M,300.00,9.00,M,29.68,M,10.00,M,OVC,M,M,M,10000.00,M,M,M,M,KDSM 100850Z AUTO 30009KT 10SM OVC100 A2968 RMK MADISHF
DSM,2017-04-10 03:54,57.90,50.00,74.91,290.00,11.00,0.00,29.68,1004.60,10.00,M,SCT,SCT,BKN,M,9500.00,15000.00,20000.00,M,M,KDSM 100854Z 29011KT 10SM SCT095 SCT150 BKN200 14/10 A2968 RMK AO2 RAE0759 SLP046 P0000 60000 T01440100 53041
DSM,2017-04-10 03:55,M,M,M,290.00,10.00,M,29.68,M,10.00,M,OVC,M,M,M,9500.00,M,M,M,M,KDSM 100855Z AUTO 29010KT 10SM OVC095 A2968 RMK MADISHF
DSM,2017-04-10 04:00,M,M,M,300.00,9.00,M,29.68,M,10.00,M,OVC,M,M,M,9500.00,M,M,M,M,KDSM 100900Z AUTO 30009KT 10SM OVC095 A2968 RMK MADISHF
DSM,2017-04-10 04:05,M,M,M,310.00,7.00,M,29.69,M,10.00,M,BKN,M,M,M,9500.00,M,M,M,M,KDSM 100905Z AUTO 31007KT 10SM BKN095 A2969 RMK MADISHF
DSM,2017-04-10 04:10,M,M,M,320.00,8.00,M,29.68,M,10.00,M,SCT,M,M,M,9500.00,M,M,M,M,KDSM 100910Z AUTO 32008KT 10SM SCT095 A2968 RMK MADISHF
DSM,2017-04-10 04:15,M,M,M,330.00,10.00,M,29.68,M,10.00,M,SCT,M,M,M,9000.00,M,M,M,M,KDSM 100915Z AUTO 33010KT 10SM SCT090 A2968 RMK MADISHF
DSM,2017-04-10 04:20,M,M,M,320.00,8.00,M,29.69,M,10.00,M,FEW,M,M,M,9000.00,M,M,M,M,KDSM 100920Z AUTO 32008KT 10SM FEW090 A2969 RMK MADISHF
DSM,2017-04-10 04:25,M,M,M,320.00,8.00,M,29.69,M,10.00,M,FEW,M,M,M,9000.00,M,M,M,M,KDSM 100925Z AUTO 32008KT 10SM FEW090 A2969 RMK MADISHF
DSM,2017-04-10 04:30,M,M,M,300.00,5.00,M,29.70,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 100930Z AUTO 30005KT 10SM CLR A2970 RMK MADISHF
DSM,2017-04-10 04:35,M,M,M,290.00,9.00,M,29.71,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 100935Z AUTO 29009KT 10SM CLR A2971 RMK MADISHF
DSM,2017-04-10 04:40,M,M,M,300.00,8.00,M,29.71,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 100940Z AUTO 30008KT 10SM CLR A2971 RMK MADISHF
DSM,2017-04-10 04:45,M,M,M,300.00,8.00,M,29.71,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 100945Z AUTO 30008KT 10SM CLR A2971 RMK MADISHF
DSM,2017-04-10 04:50,M,M,M,300.00,7.00,M,29.71,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 100950Z AUTO 30007KT 10SM CLR A2971 RMK MADISHF
DSM,2017-04-10 04:54,53.10,46.00,76.75,300.00,7.00,0.00,29.71,1005.60,10.00,M,FEW,FEW,M,M,7000.00,9500.00,M,M,M,KDSM 100954Z 30007KT 10SM FEW070 FEW095 12/08 A2971 RMK AO2 SLP056 T01170078
DSM,2017-04-10 04:55,M,M,M,300.00,7.00,M,29.71,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 100955Z AUTO 30007KT 10SM CLR A2971 RMK MADISHF
DSM,2017-04-10 05:00,M,M,M,310.00,7.00,M,29.71,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101000Z AUTO 31007KT 10SM CLR A2971 RMK MADISHF
DSM,2017-04-10 05:05,M,M,M,310.00,8.00,M,29.71,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101005Z AUTO 31008KT 10SM CLR A2971 RMK MADISHF
DSM,2017-04-10 05:10,M,M,M,300.00,8.00,M,29.71,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101010Z AUTO 30008KT 10SM CLR A2971 RMK MADISHF
DSM,2017-04-10 05:15,M,M,M,300.00,7.00,M,29.71,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101015Z AUTO 30007KT 10SM CLR A2971 RMK MADISHF
DSM,2017-04-10 05:20,M,M,M,300.00,7.00,M,29.71,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101020Z AUTO 30007KT 10SM CLR A2971 RMK MADISHF
DSM,2017-04-10 05:25,M,M,M,310.00,9.00,M,29.71,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101025Z AUTO 31009KT 10SM CLR A2971 RMK MADISHF
DSM,2017-04-10 05:30,M,M,M,310.00,8.00,M,29.71,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101030Z AUTO 31008KT 10SM CLR A2971 RMK MADISHF
DSM,2017-04-10 05:35,M,M,M,320.00,8.00,M,29.71,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101035Z AUTO 32008KT 10SM CLR A2971 RMK MADISHF
DSM,2017-04-10 05:40,M,M,M,320.00,9.00,M,29.71,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101040Z AUTO 32009KT 10SM CLR A2971 RMK MADISHF
DSM,2017-04-10 05:45,M,M,M,320.00,8.00,M,29.71,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101045Z AUTO 32008KT 10SM CLR A2971 RMK MADISHF
DSM,2017-04-10 05:50,M,M,M,330.00,7.00,M,29.71,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101050Z AUTO 33007KT 10SM CLR A2971 RMK MADISHF
DSM,2017-04-10 05:54,52.00,45.00,76.94,320.00,8.00,0.00,29.71,1005.60,10.00,M,FEW,FEW,M,M,7500.00,11000.00,M,M,M,KDSM 101054Z 32008KT 10SM FEW075 FEW110 11/07 A2971 RMK AO2 SLP056 T01110072
DSM,2017-04-10 05:55,M,M,M,320.00,9.00,M,29.71,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101055Z AUTO 32009KT 10SM CLR A2971 RMK MADISHF
DSM,2017-04-10 06:00,M,M,M,320.00,8.00,M,29.71,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101100Z AUTO 32008KT 10SM CLR A2971 RMK MADISHF
DSM,2017-04-10 06:05,M,M,M,320.00,9.00,M,29.70,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101105Z AUTO 32009KT 10SM CLR A2970 RMK MADISHF
DSM,2017-04-10 06:10,M,M,M,320.00,9.00,M,29.70,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101110Z AUTO 32009KT 10SM CLR A2970 RMK MADISHF
DSM,2017-04-10 06:15,M,M,M,320.00,10.00,M,29.71,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101115Z AUTO 32010KT 10SM CLR A2971 RMK MADISHF
DSM,2017-04-10 06:20,M,M,M,320.00,9.00,M,29.72,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101120Z AUTO 32009KT 10SM CLR A2972 RMK MADISHF
DSM,2017-04-10 06:25,M,M,M,320.00,7.00,M,29.72,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101125Z AUTO 32007KT 10SM CLR A2972 RMK MADISHF
DSM,2017-04-10 06:30,M,M,M,320.00,8.00,M,29.72,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101130Z AUTO 32008KT 10SM CLR A2972 RMK MADISHF
DSM,2017-04-10 06:35,M,M,M,310.00,7.00,M,29.72,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101135Z AUTO 31007KT 10SM CLR A2972 RMK MADISHF
DSM,2017-04-10 06:40,M,M,M,300.00,6.00,M,29.73,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101140Z AUTO 30006KT 10SM CLR A2973 RMK MADISHF
DSM,2017-04-10 06:45,M,M,M,300.00,7.00,M,29.73,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101145Z AUTO 30007KT 10SM CLR A2973 RMK MADISHF
DSM,2017-04-10 06:50,M,M,M,300.00,6.00,M,29.73,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101150Z AUTO 30006KT 10SM CLR A2973 RMK MADISHF
DSM,2017-04-10 06:54,50.00,45.00,82.86,290.00,5.00,0.00,29.74,1006.50,10.00,M,FEW,FEW,SCT,M,8000.00,18000.00,25000.00,M,M,KDSM 101154Z 29005KT 10SM FEW080 FEW180 SCT250 10/07 A2974 RMK AO2 SLP065 60000 T01000072 10222 20100 53017
DSM,2017-04-10 06:55,M,M,M,290.00,5.00,M,29.74,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101155Z AUTO 29005KT 10SM CLR A2974 RMK MADISHF
DSM,2017-04-10 07:00,M,M,M,290.00,6.00,M,29.74,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101200Z AUTO 29006KT 10SM CLR A2974 RMK MADISHF
DSM,2017-04-10 07:05,M,M,M,300.00,7.00,M,29.74,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101205Z AUTO 30007KT 10SM CLR A2974 RMK MADISHF
DSM,2017-04-10 07:10,M,M,M,300.00,6.00,M,29.74,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101210Z AUTO 30006KT 10SM CLR A2974 RMK MADISHF
DSM,2017-04-10 07:15,M,M,M,290.00,5.00,M,29.74,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101215Z AUTO 29005KT 10SM CLR A2974 RMK MADISHF
DSM,2017-04-10 07:20,M,M,M,290.00,5.00,M,29.75,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101220Z AUTO 29005KT 10SM CLR A2975 RMK MADISHF
DSM,2017-04-10 07:25,M,M,M,290.00,5.00,M,29.75,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101225Z AUTO 29005KT 10SM CLR A2975 RMK MADISHF
DSM,2017-04-10 07:30,M,M,M,300.00,4.00,M,29.75,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101230Z AUTO 30004KT 10SM CLR A2975 RMK MADISHF
DSM,2017-04-10 07:35,M,M,M,310.00,4.00,M,29.75,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101235Z AUTO 31004KT 10SM CLR A2975 RMK MADISHF
DSM,2017-04-10 07:40,M,M,M,310.00,4.00,M,29.76,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101240Z AUTO 31004KT 10SM CLR A2976 RMK MADISHF
DSM,2017-04-10 07:45,M,M,M,310.00,5.00,M,29.76,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101245Z AUTO 31005KT 10SM CLR A2976 RMK MADISHF
DSM,2017-04-10 07:50,M,M,M,310.00,5.00,M,29.76,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101250Z AUTO 31005KT 10SM CLR A2976 RMK MADISHF
DSM,2017-04-10 07:54,52.00,45.00,76.94,330.00,3.00,0.00,29.77,1007.70,10.00,M,FEW,FEW,BKN,M,8000.00,23000.00,25000.00,M,M,KDSM 101254Z 33003KT 10SM FEW080 FEW230 BKN250 11/07 A2977 RMK AO2 SLP077 T01110072
DSM,2017-04-10 07:55,M,M,M,330.00,4.00,M,29.77,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101255Z AUTO 33004KT 10SM CLR A2977 RMK MADISHF
DSM,2017-04-10 08:00,M,M,M,310.00,3.00,M,29.77,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101300Z AUTO 31003KT 10SM CLR A2977 RMK MADISHF
DSM,2017-04-10 08:05,M,M,M,0.00,0.00,M,29.78,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101305Z AUTO 00000KT 10SM CLR A2978 RMK MADISHF
DSM,2017-04-10 08:10,M,M,M,290.00,3.00,M,29.78,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101310Z AUTO 29003KT 10SM CLR A2978 RMK MADISHF
DSM,2017-04-10 08:15,M,M,M,320.00,4.00,M,29.77,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 101315Z AUTO 32004KT 10SM CLR A2977 RMK MADISHF
